,發票日期,消費明細_數量,消費明細_單價,消費明細_金額,store_clean,item_clean,label,user_id,price_bucket,label_id
0,2025-09-01,1.0,115.0,115.0,福康事業,法式特餐,飲食,0,LOW,0
1,2025-09-01,1.0,95.0,95.0,一之軒食品南西分店,生吐司,飲食,0,LOW,0
2,2025-09-02,1.0,990.0,990.0,新光三越百貨台北信義,咖啡廳coffee shops & tea salons,飲食,0,HIGH,0
3,2025-09-02,1.0,80.0,80.0,新光三越百貨台北信義,小吃food court,飲食,0,LOW,0
4,2025-09-03,1.0,35.0,35.0,統一超商台北市第148,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
5,2025-09-03,1.0,100.0,100.0,博客停車場開發政大場,parkingfee,交通,0,LOW,1
6,2025-09-05,1.0,1287.0,1287.0,太平洋崇光百貨敦化,開飯川食堂,飲食,0,HIGH,0
7,2025-09-05,1.0,35.0,35.0,統一超商台北市第七四一,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
8,2025-09-06,1.0,57.0,57.0,國立臺灣大學生物資源暨農學院附設農業試驗場,豆乳原味奶酪,飲食,0,LOW,0
9,2025-09-07,1.0,35.0,35.0,和德昌台北指南,冰綠茶-小,飲食,0,VERY_LOW,0
10,2025-09-07,1.0,68.0,68.0,和德昌台北指南,b10_四重麥香雞,飲食,0,LOW,0
11,2025-09-08,1.0,35.0,35.0,統一超商台北市第七四一,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
12,2025-09-08,1.0,55.0,55.0,統一超商台北市第七四一,ladears 開心果可麗露,飲食,0,LOW,0
13,2025-09-08,1.0,15.0,15.0,統一超商台北市第七四一,紅牌速纖纖維飲料tp330,飲食,0,VERY_LOW,0
14,2025-09-08,1.0,88.0,88.0,魚王四口,g餓遊戲,娛樂,0,LOW,3
15,2025-09-08,1.0,40.0,40.0,魚王四口,四季春茶(冰),飲食,0,VERY_LOW,0
16,2025-09-10,1.0,57.0,57.0,國立臺灣大學生物資源暨農學院附設農業試驗場,豆乳原味奶酪,飲食,0,LOW,0
17,2025-09-11,1.0,49.0,49.0,統一超商台北市第148,ab原味優酪乳517ml(瓶),飲食,0,VERY_LOW,0
18,2025-09-11,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
19,2025-09-12,1.0,60.0,60.0,龍鱗餐飲,叉燒飯,飲食,0,LOW,0
20,2025-09-12,1.0,350.0,350.0,龍鱗餐飲,豚骨魚介肉盛,飲食,0,MID,0
21,2025-09-12,1.0,350.0,350.0,龍鱗餐飲,松露雞白湯,飲食,0,MID,0
22,2025-09-12,1.0,669.0,669.0,琨夏精品服飾,商品一批,購物,0,HIGH,2
23,2025-09-12,1.0,163.0,163.0,穀果國際曉鹿鳴樓(台大店),鹽味舒肥雞poke-加購免洗餐盒2元,飲食,0,MID,0
24,2025-09-13,1.0,150.0,150.0,睿鼎數位,cremia 北海道冰淇淋之神生日快樂冰淇淋(口味任選),飲食,0,MID,0
25,2025-09-14,2.0,300.0,600.0,高氏柴胡,豬腳能量碗,飲食,0,HIGH,0
26,2025-09-14,1.0,246.5,246.5,台灣屈臣氏個人用品商店政大,solone天生好手極細三角眉筆ex04深霧灰,購物,0,MID,2
27,2025-09-14,1.0,189.0,189.0,台灣屈臣氏個人用品商店政大,rr粉底液粉撲五角型30p-845522,購物,0,MID,2
28,2025-09-14,1.0,67.0,67.0,和德昌台北指南,a01_大薯+1多1,飲食,0,LOW,0
29,2025-09-14,1.0,140.0,140.0,高氏柴胡,140元套餐,飲食,0,LOW,0
30,2025-09-15,1.0,55.0,55.0,福康事業,鮮蛋沙拉可頌,飲食,0,LOW,0
31,2025-09-17,1.0,129.0,116.0,傑洛國際台大店,義大利牛肉丸堡6吋,飲食,0,LOW,0
32,2025-09-17,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
33,2025-09-19,1.0,65.0,65.0,統一超商台北市第一一八六,極饗-真飽經典麻醬涼麵,飲食,0,LOW,0
34,2025-09-19,1.0,28.0,28.0,統一超商台北市第一一八六,ab原味優酪乳206ml(瓶),飲食,0,VERY_LOW,0
35,2025-09-20,4.0,20.0,80.0,統一超商台北市第九三三,多喝水pet700,飲食,0,LOW,0
36,2025-09-20,1.0,45.0,45.0,品都串燒,培根麻糬,飲食,0,VERY_LOW,0
37,2025-09-20,1.0,30.0,30.0,品都串燒,櫛瓜,飲食,0,VERY_LOW,0
38,2025-09-20,1.0,30.0,30.0,品都串燒,香菇,飲食,0,VERY_LOW,0
39,2025-09-20,1.0,30.0,30.0,品都串燒,豆皮,飲食,0,VERY_LOW,0
40,2025-09-20,1.0,45.0,45.0,品都串燒,孜然羊肉串,飲食,0,VERY_LOW,0
41,2025-09-20,1.0,40.0,40.0,品都串燒,多汁雞肉捲,飲食,0,VERY_LOW,0
42,2025-09-20,2.0,30.0,60.0,品都串燒,豆皮,飲食,0,LOW,0
43,2025-09-20,3.0,30.0,90.0,品都串燒,櫛瓜,飲食,0,LOW,0
44,2025-09-20,1.0,30.0,30.0,品都串燒,香菇,飲食,0,VERY_LOW,0
45,2025-09-20,1.0,45.0,45.0,品都串燒,特選牛肉串,飲食,0,VERY_LOW,0
46,2025-09-20,1.0,30.0,30.0,品都串燒,櫛瓜,飲食,0,VERY_LOW,0
47,2025-09-20,1.0,30.0,30.0,品都串燒,豆皮,飲食,0,VERY_LOW,0
48,2025-09-20,1.0,45.0,45.0,品都串燒,孜然羊肉串,飲食,0,VERY_LOW,0
49,2025-09-20,1.0,30.0,30.0,品都串燒,杏鮑菇,飲食,0,VERY_LOW,0
50,2025-09-20,2.0,40.0,80.0,品都串燒,雞腿肉串,飲食,0,LOW,0
51,2025-09-21,1.0,268.0,268.0,台灣三井不動產南港,中式料理,飲食,0,MID,0
52,2025-09-22,1.0,49.0,49.0,統一超商台北市第七四一,ab原味優酪乳517ml(瓶),飲食,0,VERY_LOW,0
53,2025-09-22,1.0,35.0,35.0,統一超商台北市第七四一,卡辣姆久平切洋芋片勁辣唐辛35元,飲食,0,VERY_LOW,0
54,2025-09-22,1.0,30.0,30.0,統一超商台北市第七四一,晨光葡萄土司,飲食,0,VERY_LOW,0
55,2025-09-23,1.0,35.0,35.0,統一超商台北市第七四一,卡辣姆久平切洋芋片勁辣唐辛35元,飲食,0,VERY_LOW,0
56,2025-09-23,1.0,100.0,100.0,悠旅生活事業松仁門市部,起司牛肉可頌,飲食,0,LOW,0
57,2025-09-23,1.0,35.0,35.0,統一超商台北市第七四一,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
58,2025-09-23,1.0,69.0,69.0,統一超商台北市第七四一,粥天子-廣式皮蛋瘦肉煲粥,飲食,0,LOW,0
59,2025-09-24,1.0,35.0,35.0,和德昌台北台大門市部,冰綠茶-小,飲食,0,VERY_LOW,0
60,2025-09-24,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
61,2025-09-24,1.0,68.0,68.0,和德昌台北台大門市部,b10_四重麥香雞,飲食,0,LOW,0
62,2025-09-25,1.0,28.0,28.0,統一超商台北市第五十四門市,ab原味優酪乳206ml(瓶),飲食,0,VERY_LOW,0
63,2025-09-25,1.0,45.0,45.0,統一超商台北市第五十四門市,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
64,2025-09-25,1.0,35.0,35.0,統一超商台北市第五十四門市,卡辣姆久平切洋芋片勁辣唐辛35元,飲食,0,VERY_LOW,0
65,2025-09-26,1.0,113.0,113.0,穀果國際曉鹿鳴樓(台大店),無蛋白質poke-加購免洗餐盒2元,飲食,0,LOW,0
66,2025-09-26,1.0,35.0,35.0,美德耐台大卓越商場,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
67,2025-09-26,1.0,45.0,45.0,美德耐台大卓越商場,(a)金莎3粒裝,飲食,0,VERY_LOW,0
68,2025-09-26,1.0,25.0,25.0,全家便利商店台大二活門市部,一配蜂蜜牛奶球,飲食,0,VERY_LOW,0
69,2025-09-26,1.0,42.0,42.0,全家便利商店台大二活門市部,光泉杯裝全脂鮮乳,飲食,0,VERY_LOW,0
70,2025-09-27,1.0,2.0,2.0,寶雅國際信義松壽,代收(售)-台北市購物兩用袋(中),購物,0,VERY_LOW,2
71,2025-09-27,1.0,32.0,32.0,寶雅國際信義松壽,老中醫天然仙楂70g,飲食,0,VERY_LOW,0
72,2025-09-27,1.0,199.0,199.0,寶雅國際信義松壽,meko好簡單免膠單株睫毛36簇-太陽花款,購物,0,MID,2
73,2025-09-27,1.0,139.0,139.0,寶雅國際信義松壽,蘇菲彈力貼身超薄基本14片4入日用23cm,購物,0,LOW,2
74,2025-09-27,1.0,990.0,990.0,極品國際餐飲信義營業所,餐飲費,飲食,0,HIGH,0
75,2025-09-27,1.0,80.0,80.0,新光三越百貨台北信義,小吃food court,飲食,0,LOW,0
76,2025-09-28,1.0,30.0,30.0,統一超商台北市第七四一,福樂自然零藍莓優酪,飲食,0,VERY_LOW,0
77,2025-09-28,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
78,2025-09-28,1.0,25.0,25.0,統一超商台北市第七四一,來一客杯麵京燉肉骨風味,飲食,0,VERY_LOW,0
79,2025-09-28,1.0,79.0,79.0,統一超商台北市第七四一,ab原味優酪乳902ml(瓶),飲食,0,LOW,0
80,2025-09-29,1.0,12.0,12.0,學成國際,劃位-+ 加價,教育,0,VERY_LOW,4
81,2025-09-29,1.0,349.0,349.0,台灣吉豚屋餐飲館前,ei壽喜牛里肌豬排鍋定食,飲食,0,MID,0
82,2025-09-29,1.0,189.0,189.0,台灣吉豚屋餐飲館前,ei吉豚豬排丼 (梅),飲食,0,MID,0
83,2025-09-29,1.0,250.0,250.0,長揚停車館前站,票號2025092916046243,交通,0,MID,1
84,2025-10-01,1.0,35.0,35.0,和德昌台北公館,冰綠茶-小,飲食,0,VERY_LOW,0
85,2025-10-01,1.0,68.0,68.0,和德昌台北公館,b10_四重麥香雞,飲食,0,LOW,0
86,2025-10-01,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
87,2025-10-01,1.0,110.0,110.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
88,2025-10-03,1.0,35.0,35.0,統一超商台北市第七四一,(a)多力多滋超濃起司味玉米片,飲食,0,VERY_LOW,0
89,2025-10-03,1.0,25.0,25.0,統一超商台北市第七四一,(a)來一客杯麵鮮蝦魚板風味,飲食,0,VERY_LOW,0
90,2025-10-03,1.0,36.0,36.0,美德耐台大卓越商場,林聰明-雞肉飯飯糰,飲食,0,VERY_LOW,0
91,2025-10-03,1.0,45.0,45.0,美德耐台大卓越商場,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
92,2025-10-03,1.0,28.0,28.0,全家便利商店台大二活門市部,ab優酪乳原味,飲食,0,VERY_LOW,0
93,2025-10-03,1.0,45.0,45.0,全家便利商店台大二活門市部,金莎三粒入,飲食,0,VERY_LOW,0
94,2025-10-03,1.0,30.0,30.0,美德耐台大卓越商場,福樂自然零藍莓優酪,飲食,0,VERY_LOW,0
95,2025-10-04,1.0,65.0,65.0,微風場站開發,餐飲,飲食,0,LOW,0
96,2025-10-13,1.0,30.0,30.0,正好停臺北車站東區地下停車場,parking fee,交通,0,VERY_LOW,1
97,2025-10-14,1.0,109.0,109.0,和德昌台北公館,餐-十塊雞,飲食,0,LOW,0
98,2025-10-14,1.0,43.0,43.0,和德昌台北公館,配-經典大薯,飲食,0,VERY_LOW,0
99,2025-10-14,1.0,45.0,45.0,和德昌台北公館,玉米湯-小,飲食,0,VERY_LOW,0
100,2025-10-15,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
101,2025-10-15,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
102,2025-10-15,1.0,33.0,33.0,國立臺灣大學生物資源暨農學院附設農業試驗場,(臺大)小鮮乳,飲食,0,VERY_LOW,0
103,2025-10-16,1.0,268.0,268.0,台灣三井不動產南港,中式料理,飲食,0,MID,0
104,2025-10-16,1.0,70.0,70.0,日商樂比亞台灣lalaport南港店,耕豆漿布丁燒 (蛋奶素)150g,飲食,0,LOW,0
105,2025-10-17,1.0,28.0,28.0,美德耐台大卓越商場,ab原味優酪乳206ml(瓶),飲食,0,VERY_LOW,0
106,2025-10-17,1.0,35.0,35.0,美德耐台大卓越商場,御料小館蔥抓餅,飲食,0,VERY_LOW,0
107,2025-10-17,1.0,35.0,35.0,美德耐台大卓越商場,統一蛋糕屋典藏蜂蜜,飲食,0,VERY_LOW,0
108,2025-10-18,1.0,69.0,69.0,統一超商台北市第七四一,粥天子-廣式皮蛋瘦肉煲粥,飲食,0,LOW,0
109,2025-10-18,1.0,30.0,30.0,統一超商台北市第七四一,福樂自然零藍莓優酪,飲食,0,VERY_LOW,0
110,2025-10-18,1.0,18.0,18.0,統一超商台北市第七四一,金蘋果蘋果牛奶乳飲品175ml,飲食,0,VERY_LOW,0
111,2025-10-18,2.0,35.0,70.0,統一超商台北市第七四一,拉麵道日式豚骨風味,飲食,0,LOW,0
112,2025-10-18,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
113,2025-10-19,1.0,35.0,35.0,太隆商行,可樂餅,飲食,0,VERY_LOW,0
114,2025-10-19,1.0,40.0,40.0,太隆商行,各種蔬菜餅,飲食,0,VERY_LOW,0
115,2025-10-19,1.0,135.0,135.0,太隆商行,豆皮烏龍麵,飲食,0,LOW,0
116,2025-10-20,1.0,29.0,29.0,笑笑笑國際台北公館,南寶透明裝飾貼4 size,教育,0,VERY_LOW,4
117,2025-10-20,1.0,12.0,12.0,笑笑笑國際台北公館,藝舍黑田桑小卡,教育,0,VERY_LOW,4
118,2025-10-20,1.0,12.0,12.0,笑笑笑國際台北公館,藝舍黑田桑小卡,教育,0,VERY_LOW,4
119,2025-10-20,1.0,12.0,12.0,笑笑笑國際台北公館,藝舍黑田桑小卡,教育,0,VERY_LOW,4
120,2025-10-22,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
121,2025-10-22,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
122,2025-10-23,1.0,154.0,154.0,新加坡商海底撈事業台灣第二,撈派巴沙魚片(半),飲食,0,MID,0
123,2025-10-23,1.0,49.0,49.0,新加坡商海底撈事業台灣第二,凍豆腐(半),飲食,0,VERY_LOW,0
124,2025-10-23,1.0,50.0,50.0,新加坡商海底撈事業台灣第二,自選小料,飲食,0,LOW,0
125,2025-10-23,1.0,88.0,88.0,新加坡商海底撈事業台灣第二,撈派撈麵,飲食,0,LOW,0
126,2025-10-23,1.0,249.0,249.0,新加坡商海底撈事業台灣第二,美國特選肥牛(半),飲食,0,MID,0
127,2025-10-23,1.0,249.0,249.0,新加坡商海底撈事業台灣第二,招牌蝦滑(半),飲食,0,MID,0
128,2025-10-23,1.0,84.0,84.0,新加坡商海底撈事業台灣第二,紅糖滋粑(半),飲食,0,LOW,0
129,2025-10-23,1.0,189.0,189.0,新加坡商海底撈事業台灣第二,豬肚雞火鍋,飲食,0,MID,0
130,2025-10-23,1.0,95.0,95.0,新加坡商海底撈事業台灣第二,娃娃菜(半),飲食,0,LOW,0
131,2025-10-23,1.0,99.0,99.0,新加坡商海底撈事業台灣第二,水蓮菜(半),飲食,0,LOW,0
132,2025-10-23,1.0,159.0,159.0,新加坡商海底撈事業台灣第二,三鮮火鍋(海鮮風味),飲食,0,MID,0
133,2025-10-23,1.0,50.0,50.0,新加坡商海底撈事業台灣第二,日本越光米,飲食,0,LOW,0
134,2025-10-23,1.0,79.0,79.0,新加坡商海底撈事業台灣第二,響鈴卷(半),飲食,0,LOW,0
135,2025-10-23,1.0,69.0,69.0,新加坡商海底撈事業台灣第二,千張豆皮(半),飲食,0,LOW,0
136,2025-10-24,1.0,200.0,200.0,台灣三井不動產南港,中式料理,飲食,0,MID,0
137,2025-10-26,1.0,79.0,79.0,統一超商台北市第七四一,ab原味優酪乳902ml(瓶),飲食,0,LOW,0
138,2025-10-26,2.0,40.0,80.0,統一超商台北市第七四一,(a)義美葡萄qq巧克力球,飲食,0,LOW,0
139,2025-10-26,1.0,28.0,28.0,統一超商台北市第七四一,ab原味優酪乳206ml(瓶),飲食,0,VERY_LOW,0
140,2025-10-26,1.0,30.0,30.0,統一超商台北市第七四一,台灣香蕉重量分享包(2入),飲食,0,VERY_LOW,0
141,2025-10-26,1.0,69.0,69.0,統一超商台北市第七四一,粥天子-廣式皮蛋瘦肉煲粥,飲食,0,LOW,0
142,2025-10-26,1.0,35.0,35.0,統一超商台北市第七四一,(a)多力多滋超濃起司味玉米片,飲食,0,VERY_LOW,0
143,2025-10-27,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
144,2025-10-27,2.0,25.0,50.0,傑洛國際台大店,餅乾1片,飲食,0,LOW,0
145,2025-10-27,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
146,2025-10-29,1.0,98.0,98.0,慵懶國際餐飲,例湯+飲料98元套餐,飲食,0,LOW,0
147,2025-10-29,1.0,268.0,268.0,慵懶國際餐飲,島嶼咖哩雞肉燉飯 chicken & vegetables risotto with red curry cream sauce,飲食,0,MID,0
148,2025-10-29,1.0,10.0,10.0,慵懶國際餐飲,薯球(肯)(活動),飲食,0,VERY_LOW,0
149,2025-10-29,1.0,278.0,278.0,慵懶國際餐飲,香蒜白酒蛤蠣麵 clams spaghetti with white wine & garlic oil,飲食,0,MID,0
150,2025-10-30,1.0,30.0,30.0,萊爾富國際第四七二六營業處,新-哆啦a夢小蛋糕,飲食,0,VERY_LOW,0
151,2025-10-30,1.0,35.0,35.0,萊爾富國際第四七二六營業處,桂格顆粒豆漿燕麥,飲食,0,VERY_LOW,0
152,2025-10-30,1.0,250.0,250.0,大飲信義門市,烏龍,飲食,0,MID,0
153,2025-10-31,1.0,36.0,36.0,統一超商台北市第七四一,林聰明-雞肉飯飯糰,飲食,0,VERY_LOW,0
154,2025-10-31,1.0,30.0,30.0,統一超商台北市第七四一,台灣香蕉重量分享包(2入),飲食,0,VERY_LOW,0
155,2025-11-02,1.0,35.0,35.0,統一超商台北市第七四一,桂格100%燕麥(顆粒微甜)290ml,飲食,0,VERY_LOW,0
156,2025-11-02,1.0,49.0,49.0,統一超商台北市第七四一,韓國農心辛香菇杯麵,飲食,0,VERY_LOW,0
157,2025-11-02,1.0,25.0,25.0,統一超商台北市第七四一,(區)現蒸地瓜25元,飲食,0,VERY_LOW,0
158,2025-11-02,1.0,35.0,35.0,統一超商台北市第七四一,卡辣姆久平切洋芋片勁辣唐辛35元,飲食,0,VERY_LOW,0
159,2025-11-02,1.0,30.0,30.0,統一超商台北市第七四一,福樂自然零藍莓優酪,飲食,0,VERY_LOW,0
160,2025-11-02,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
161,2025-11-02,1.0,25.0,25.0,統一超商台北市第七四一,來一客杯麵京燉肉骨風味,飲食,0,VERY_LOW,0
162,2025-11-03,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
163,2025-11-03,1.0,25.0,25.0,全家便利商店台大二活門市部,一配蜂蜜牛奶球,飲食,0,VERY_LOW,0
164,2025-11-03,1.0,28.0,28.0,全家便利商店台大二活門市部,ab優酪乳原味,飲食,0,VERY_LOW,0
165,2025-11-03,1.0,35.0,35.0,全家便利商店台大二活門市部,星二配雞肉飯飯糰,飲食,0,VERY_LOW,0
166,2025-11-03,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
167,2025-11-04,1.0,299.0,299.0,台灣屈臣氏個人用品商店政大,活沛多游離型葉黃素30粒,醫療健康,0,MID,5
168,2025-11-04,2.0,54.5,109.0,台灣屈臣氏個人用品商店政大,屈臣氏棉花棒200支3入柴犬工房,購物,0,LOW,2
169,2025-11-05,1.0,35.0,35.0,全家便利商店台大二活門市部,桂格顆粒燕麥飲,飲食,0,VERY_LOW,0
170,2025-11-05,1.0,35.0,35.0,全家便利商店台大二活門市部,星一配雞肉飯飯糰,飲食,0,VERY_LOW,0
171,2025-11-05,1.0,30.0,30.0,全家便利商店台大二活門市部,一配哆啦a夢小蛋糕,飲食,0,VERY_LOW,0
172,2025-11-05,1.0,92.0,92.0,來佳商行,7號餐(台大店),飲食,0,LOW,0
173,2025-11-07,1.0,58.0,58.0,統一超商台北市第七四一,瑞穗鮮乳土司,飲食,0,LOW,0
174,2025-11-07,1.0,69.0,69.0,統一超商台北市第七四一,粥天子-廣式皮蛋瘦肉煲粥,飲食,0,LOW,0
175,2025-11-07,1.0,36.0,36.0,美德耐台大卓越商場,林聰明-雞肉飯飯糰,飲食,0,VERY_LOW,0
176,2025-11-07,1.0,45.0,45.0,統一超商台北市第七四一,(a)金莎3粒裝,飲食,0,VERY_LOW,0
177,2025-11-07,1.0,20.0,20.0,美德耐台大卓越商場,台灣上等蕉(裸賣),飲食,0,VERY_LOW,0
178,2025-11-07,1.0,28.0,28.0,美德耐台大卓越商場,ab原味優酪乳206ml(瓶),飲食,0,VERY_LOW,0
179,2025-11-07,1.0,45.0,45.0,美德耐台大卓越商場,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
180,2025-11-08,1.0,198.0,198.0,新光三越百貨台北信義二館,小吃food court,飲食,0,MID,0
181,2025-11-08,1.0,3.0,3.0,台灣優衣庫att4fun信義店,shopping bag,購物,0,VERY_LOW,2
182,2025-11-08,1.0,990.0,990.0,台灣優衣庫att4fun信義店,w 柔軟舒膚針織短版開襟外套(長袖),購物,0,HIGH,2
183,2025-11-08,1.0,790.0,790.0,台灣優衣庫att4fun信義店,w 法蘭絨寬版襯衫(長袖),購物,0,HIGH,2
184,2025-11-09,1.0,30.0,30.0,全家便利商店台北市第六一九,自然零藍莓優酪,飲食,0,VERY_LOW,0
185,2025-11-09,1.0,380.0,380.0,誠品生活新店,try 日本語n3達陣 從日檢文法展開全方位學習 (附m,教育,0,MID,4
186,2025-11-09,1.0,350.0,350.0,誠品生活新店,新日檢完勝500題n3 文字語彙文法,教育,0,MID,4
187,2025-11-10,1.0,45.0,45.0,詠觀國際,馬鈴薯沙拉(熟),飲食,0,VERY_LOW,0
188,2025-11-10,1.0,110.0,110.0,詠觀國際,清爽沙拉飯,飲食,0,LOW,0
189,2025-11-12,1.0,142.9,150.0,精誠資訊,商品電子兌換憑證165元星享飲料券,飲食,0,MID,0
190,2025-11-12,1.0,50.0,50.0,統一超商台北市第四三四,(a)北海鱈魚香絲(大),飲食,0,LOW,0
191,2025-11-12,1.0,25.0,25.0,統一超商台北市第四三四,來一客杯麵京燉肉骨風味,飲食,0,VERY_LOW,0
192,2025-11-13,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
193,2025-11-13,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
194,2025-11-14,1.0,55.0,55.0,和德昌台北公館,玉米湯-大,飲食,0,LOW,0
195,2025-11-14,1.0,109.0,109.0,和德昌台北公館,餐-十塊雞,飲食,0,LOW,0
196,2025-11-14,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
197,2025-11-14,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
198,2025-11-14,1.0,43.0,43.0,和德昌台北公館,配-經典大薯,飲食,0,VERY_LOW,0
199,2025-11-15,1.0,142.9,150.0,精誠資訊,商品電子兌換憑證165元星享飲料券,飲食,0,MID,0
200,2025-11-15,1.0,85.0,85.0,八川商行,青檸甘蔗蕎麥綠寶,飲食,0,LOW,0
201,2025-11-15,1.0,65.0,65.0,八川商行,輕烏龍鮮奶,飲食,0,LOW,0
202,2025-11-16,1.0,36.0,36.0,統一超商台北市第七四一,林聰明-雞肉飯飯糰,飲食,0,VERY_LOW,0
203,2025-11-16,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
204,2025-11-16,1.0,10.0,10.0,統一超商台北市第七四一,(a)科學麵原味,飲食,0,VERY_LOW,0
205,2025-11-16,1.0,35.0,35.0,統一超商台北市第七四一,卡辣姆久平切洋芋片勁辣唐辛35元,飲食,0,VERY_LOW,0
206,2025-11-16,1.0,49.0,49.0,統一超商台北市第七四一,ab原味優酪乳517ml(瓶),飲食,0,VERY_LOW,0
207,2025-11-16,2.0,50.0,100.0,統一超商台北市第七四一,(a)北海鱈魚香絲(大),飲食,0,LOW,0
208,2025-11-16,1.0,25.0,25.0,統一超商台北市第七四一,來一客杯麵京燉肉骨風味,飲食,0,VERY_LOW,0
209,2025-11-17,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
210,2025-11-17,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
211,2025-11-18,1.0,32.0,32.0,寶雅國際台北南西,老中醫天然仙楂70g,飲食,0,VERY_LOW,0
212,2025-11-18,1.0,15.0,15.0,統一超商台北市第七四一,a4彩色160g列印web,飲食,0,VERY_LOW,0
213,2025-11-19,1.0,25.0,25.0,傑洛國際台大店,餅乾1片,飲食,0,VERY_LOW,0
214,2025-11-19,1.0,110.0,99.0,傑洛國際台大店,嫩切雞肉堡6吋,飲食,0,LOW,0
215,2025-11-19,1.0,32.0,32.0,笑笑笑國際台北公館,四季螺旋蠟燭中藍,教育,0,VERY_LOW,4
216,2025-11-19,1.0,45.0,45.0,統一超商台北市第七四一,(a)御料小館香辣炸雞球,飲食,0,VERY_LOW,0
217,2025-11-19,1.0,45.0,45.0,笑笑笑國際台北公館,晴天快樂派對帽3,教育,0,VERY_LOW,4
218,2025-11-19,1.0,21.0,21.0,笑笑笑國際台北公館,藝舍黑田桑生日卡,教育,0,VERY_LOW,4
219,2025-11-19,1.0,109.0,109.0,笑笑笑國際台北公館,立得清酒精擦濕巾90抽,購物,0,LOW,2
220,2025-11-20,1.0,1880.0,1880.0,金鍋玉葉餐飲,壽日本國產牛羽下套餐,飲食,0,VERY_HIGH,0
221,2025-11-20,1.0,280.0,280.0,百亨堂文創,松露野菇牛肝菌燉飯,飲食,0,MID,0
222,2025-11-20,1.0,290.0,290.0,百亨堂文創,香辣鮮蝦義大利麵,飲食,0,MID,0
223,2025-11-20,1.0,160.0,160.0,百亨堂文創,冰蜜桃蘋果茶 iced apple & peach,飲食,0,MID,0
224,2025-11-20,1.0,2380.0,2380.0,金鍋玉葉餐飲,壽日本和牛a5紐約客套餐,飲食,0,VERY_HIGH,0
225,2025-11-20,1.0,120.0,120.0,金鍋玉葉餐飲,生豆皮1份,飲食,0,LOW,0
226,2025-11-20,1.0,80.0,80.0,金鍋玉葉餐飲,綠茶冰,飲食,0,LOW,0
227,2025-11-20,1.0,170.0,170.0,百亨堂文創,蘋果香蕉奶昔 apple banana shake,飲食,0,MID,0
228,2025-11-20,1.0,100.0,100.0,金鍋玉葉餐飲,黑糖仙草汁,飲食,0,LOW,0
229,2025-11-20,1.0,60.0,60.0,金鍋玉葉餐飲,加北海道七星米飯,飲食,0,LOW,0
230,2025-11-20,1.0,462.0,462.0,金鍋玉葉餐飲,服務費,飲食,0,MID,0
