user_id,super,supertype,item,total_qty,base_qty,base_spend,base_unit_price,cur_qty,cur_spend,cur_unit_price
1,8,瓶裝茶飲,油切蕎麥茶,5,5.0,210.0,42.0,0.0,0.0,
1,8,瓶裝茶飲,玉米濃湯,4,3.0,165.0,55.0,1.0,49.0,49.0
1,8,瓶裝茶飲,鮮奶紅-冰,1,1.0,130.0,130.0,0.0,0.0,
1,8,瓶裝茶飲,柔香青金萱(l),3,3.0,120.0,40.0,0.0,0.0,
1,8,瓶裝茶飲,金萱雙q,2,2.0,100.0,50.0,0.0,0.0,
1,8,瓶裝茶飲,蜂蜜青茶-冰,1,1.0,100.0,100.0,0.0,0.0,
1,8,瓶裝茶飲,重乳奶茶tp330,5,4.0,100.0,25.0,1.0,25.0,25.0
1,8,瓶裝茶飲,大阿薩姆紅茶,2,2.0,80.0,40.0,0.0,0.0,
1,8,瓶裝茶飲,焦糖海鹽鮮奶茶(l),1,1.0,80.0,80.0,0.0,0.0,
1,8,瓶裝茶飲,金萱奶綠大,1,1.0,65.0,65.0,0.0,0.0,
1,8,瓶裝茶飲,焙金萱鮮奶茶(l),1,1.0,65.0,65.0,0.0,0.0,
1,8,瓶裝茶飲,大 紅茶拿鐵,1,1.0,65.0,65.0,0.0,0.0,
1,8,瓶裝茶飲,茶中香檳鮮奶茶(l),1,1.0,65.0,65.0,0.0,0.0,
1,8,瓶裝茶飲,奶茶(l)(冰),2,2.0,60.0,30.0,0.0,0.0,
1,8,瓶裝茶飲,飲料,1,1.0,54.0,54.0,0.0,0.0,
1,8,瓶裝茶飲,白玉珍珠 / 無糖 / 微冰,6,5.0,50.0,10.0,1.0,10.0,10.0
1,8,瓶裝茶飲,中冰摩斯咖啡,1,1.0,50.0,50.0,0.0,0.0,
1,8,瓶裝茶飲,冰奶茶,1,1.0,50.0,50.0,0.0,0.0,
1,8,瓶裝茶飲,巧達濃湯,1,1.0,45.0,45.0,0.0,0.0,
1,8,瓶裝茶飲,冰綠茶-中,1,1.0,43.0,43.0,0.0,0.0,
1,8,瓶裝茶飲,光泉午后時光重乳奶茶400ml,1,1.0,35.0,35.0,0.0,0.0,
1,8,瓶裝茶飲,冰紅茶-中(新),1,1.0,35.0,35.0,0.0,0.0,
1,8,瓶裝茶飲,奶茶(xl)(冰),1,1.0,35.0,35.0,0.0,0.0,
1,8,瓶裝茶飲,可樂-大(新),1,1.0,35.0,35.0,0.0,0.0,
1,8,瓶裝茶飲,無糖 / 微冰 / 白玉珍珠,4,3.0,30.0,10.0,1.0,10.0,10.0
1,8,瓶裝茶飲,飲冰室茶集綠奶茶,1,1.0,25.0,25.0,0.0,0.0,
1,8,瓶裝茶飲,飲冰室茶集紅奶茶,1,1.0,25.0,25.0,0.0,0.0,
1,8,瓶裝茶飲,pkl330立頓琥珀紅茶,1,1.0,13.0,13.0,0.0,0.0,
1,8,瓶裝茶飲,發發通化 - 芽香綠金萱(l),1,0.0,0.0,,1.0,40.0,40.0
1,8,瓶裝茶飲,856576可口奶滋鐵觀音口味隨手分享包10,1,0.0,0.0,,1.0,40.0,40.0
1,8,瓶裝茶飲,856574可口奶滋原味隨手分享包100g,1,0.0,0.0,,1.0,39.0,39.0
1,10,手搖甜點飲,紅茶,30,27.0,2430.0,90.0,4.0,360.0,90.0
1,10,手搖甜點飲,多多綠茶,17,14.0,1680.0,120.0,3.0,360.0,120.0
1,10,手搖甜點飲,極致巧克力蛋糕,8,10.0,1600.0,160.0,0.0,0.0,
1,10,手搖甜點飲,奶茶,12,11.0,1430.0,130.0,1.0,130.0,130.0
1,10,手搖甜點飲,草莓,8,8.0,1280.0,160.0,0.0,0.0,
1,10,手搖甜點飲,原味波士頓,9,7.0,1120.0,160.0,3.0,480.0,160.0
1,10,手搖甜點飲,酥脆雞塊,8,8.0,1040.0,130.0,0.0,0.0,
1,10,手搖甜點飲,炙燒乳酪蛋糕,6,6.0,960.0,160.0,0.0,0.0,
1,10,手搖甜點飲,草莓白乳酪,3,3.0,480.0,160.0,0.0,0.0,
1,10,手搖甜點飲,香蒜起士麵包,3,4.0,380.0,95.0,0.0,0.0,
1,10,手搖甜點飲,提拉米蘇,2,2.0,320.0,160.0,0.0,0.0,
1,10,手搖甜點飲,生乳捲,1,2.0,320.0,160.0,0.0,0.0,
1,10,手搖甜點飲,法式乳酪,3,2.0,320.0,160.0,1.0,160.0,160.0
1,10,手搖甜點飲,白醬嫩煎雞肉 寬扁麵,1,1.0,270.0,270.0,0.0,0.0,
1,10,手搖甜點飲,青醬嫩煎雞肉 寬扁麵,1,1.0,270.0,270.0,0.0,0.0,
1,10,手搖甜點飲,菲力雞排麵包,1,1.0,200.0,200.0,0.0,0.0,
1,10,手搖甜點飲,楚佛巧克力,1,1.0,200.0,200.0,0.0,0.0,
1,10,手搖甜點飲,拿鐵,1,1.0,190.0,190.0,0.0,0.0,
1,10,手搖甜點飲,熱帶叢林,1,1.0,190.0,190.0,0.0,0.0,
1,10,手搖甜點飲,風味奶茶,1,1.0,170.0,170.0,0.0,0.0,
1,10,手搖甜點飲,泡芙,1,1.0,160.0,160.0,0.0,0.0,
1,10,手搖甜點飲,西西里榛果塔,1,1.0,160.0,160.0,0.0,0.0,
1,10,手搖甜點飲,西西里開心果慕斯,1,1.0,160.0,160.0,0.0,0.0,
1,10,手搖甜點飲,巴斯克蛋糕,1,1.0,160.0,160.0,0.0,0.0,
1,10,手搖甜點飲,大 多多綠,1,1.0,55.0,55.0,0.0,0.0,
1,11,桌球撞球,桌球場,53,47.0,4700.0,100.0,6.0,600.0,100.0
1,11,桌球撞球,撞球場,2,2.0,240.0,120.0,0.0,0.0,
1,11,桌球撞球,健身房全票60分鐘,1,1.0,50.0,50.0,0.0,0.0,
1,14,生鮮水果早餐,芽香綠金萱(l),14,11.0,385.0,35.0,3.0,105.0,35.0
1,14,生鮮水果早餐,台灣香蕉重量分享包(2入),8,6.0,180.0,30.0,2.0,60.0,30.0
1,14,生鮮水果早餐,台灣上等蕉(裸賣),7,7.0,140.0,20.0,0.0,0.0,
1,14,生鮮水果早餐,手工高麗菜捲,4,5.0,125.0,25.0,0.0,0.0,
1,14,生鮮水果早餐,蘿蔔糕,3,3.0,105.0,35.0,0.0,0.0,
1,14,生鮮水果早餐,313153精緻丹麥系列/個(a),3,3.0,84.0,28.0,0.0,0.0,
1,14,生鮮水果早餐,黃金脆薯,2,2.0,80.0,40.0,0.0,0.0,
1,14,生鮮水果早餐,柔香青金萱(l),2,2.0,80.0,40.0,0.0,0.0,
1,14,生鮮水果早餐,芽香綠金萱,1,1.0,45.0,45.0,0.0,0.0,
1,14,生鮮水果早餐,京都念慈菴雙層枇杷軟喉糖(原味),1,1.0,45.0,45.0,0.0,0.0,
1,14,生鮮水果早餐,統一陽光糙米漿400ml(盒),1,1.0,25.0,25.0,0.0,0.0,
1,14,生鮮水果早餐,台灣黑輪,1,1.0,15.0,15.0,0.0,0.0,
1,15,大學商店食品,起士核桃堡140元,4,7.0,931.0,133.0,0.0,0.0,
1,15,大學商店食品,三明治冰淇淋,8,7.0,205.0,29.3,1.0,29.0,29.0
1,15,大學商店食品,歐式蔓越莓核桃65元,1,1.0,62.0,62.0,0.0,0.0,
1,16,停車費,parking fee,101,94.0,3280.0,34.9,7.0,245.0,35.0
1,16,停車費,停車費,28,24.0,765.0,31.9,4.0,140.0,35.0
1,16,停車費,臨停費用,1,1.0,40.0,40.0,0.0,0.0,
1,16,停車費,停車費用,1,1.0,20.0,20.0,0.0,0.0,
1,22,美式咖啡,大冰美式,45,39.0,1755.0,45.0,6.0,270.0,45.0
1,22,美式咖啡,特大冰美式,2,2.0,120.0,60.0,0.0,0.0,
1,22,美式咖啡,中冰美式,2,1.0,35.0,35.0,1.0,35.0,35.0
2,1,手搖飲料與麵食,清爽沙拉飯,3,3.0,330.0,110.0,0.0,0.0,
2,1,手搖飲料與麵食,香辣麵里肌,1,1.0,267.0,267.0,0.0,0.0,
2,1,手搖飲料與麵食,sf04 炒粿條,1,1.0,251.0,251.0,0.0,0.0,
2,1,手搖飲料與麵食,sf04 炒粿條-小辣,1,1.0,236.0,236.0,0.0,0.0,
2,1,手搖飲料與麵食,客製麻辣豚骨拉麵,1,1.0,170.0,170.0,0.0,0.0,
2,1,手搖飲料與麵食,客製醬油豚骨拉麵,1,1.0,160.0,160.0,0.0,0.0,
2,1,手搖飲料與麵食,(學)極饗-真飽香辣麻醬涼麵,1,1.0,65.0,65.0,0.0,0.0,
2,1,手搖飲料與麵食,川味麻辣鍋,1,1.0,54.0,54.0,0.0,0.0,
2,1,手搖飲料與麵食,腰內豬排咖哩飯,1,0.0,0.0,,1.0,199.0,199.0
2,3,速食小食,藜麥辣脆雞沙拉,2,2.0,278.0,139.0,0.0,0.0,
2,3,速食小食,薯條-大,2,3.0,198.0,66.0,0.0,0.0,
2,3,速食小食,香辣麵q雞,1,1.0,168.0,168.0,0.0,0.0,
2,3,速食小食,麥香魚,3,3.0,156.0,52.0,0.0,0.0,
2,3,速食小食,1 地瓜薯條,1,1.0,147.0,147.0,0.0,0.0,
2,3,速食小食,藜麥烤雞沙拉,1,1.0,139.0,139.0,0.0,0.0,
2,3,速食小食,寶山黑糖麻糬手,3,3.0,117.0,39.0,0.0,0.0,
2,3,速食小食,巧克力濃心菠蘿,3,3.0,117.0,39.0,0.0,0.0,
2,3,速食小食,經典排骨便當,1,1.0,95.0,95.0,0.0,0.0,
2,3,速食小食,蕈菇嫩蛋焙果堡,1,1.0,91.0,91.0,0.0,0.0,
2,3,速食小食,炸醬麵-素食,1,1.0,77.0,77.0,0.0,0.0,
2,3,速食小食,金脆雞棒腿便當,1,1.0,69.0,69.0,0.0,0.0,
2,3,速食小食,d08 豆漿仙草,1,1.0,64.0,64.0,0.0,0.0,
2,3,速食小食,海鹽焦糖千層酥,1,1.0,61.0,61.0,0.0,0.0,
2,3,速食小食,起司燒,2,2.0,60.0,30.0,0.0,0.0,
2,3,速食小食,隨緣紅燒嫩菇麵,2,2.0,59.0,29.5,0.0,0.0,
2,3,速食小食,隨緣沙茶豆腐麵,2,2.0,59.0,29.5,0.0,0.0,
2,3,速食小食,麵大師醬香小醋,1,1.0,55.0,55.0,0.0,0.0,
2,3,速食小食,亨氏番茄醬,1,1.0,48.0,48.0,0.0,0.0,
2,3,速食小食,抹茶本味,1,1.0,47.0,47.0,0.0,0.0,
2,3,速食小食,馬鈴薯沙拉(熟),1,1.0,45.0,45.0,0.0,0.0,
2,3,速食小食,起司qq球,1,1.0,39.0,39.0,0.0,0.0,
2,3,速食小食,丹麥奶酥菠蘿,1,1.0,39.0,39.0,0.0,0.0,
2,3,速食小食,三重起司麵包,1,1.0,39.0,39.0,0.0,0.0,
2,3,速食小食,奇巧酥脆威化巧,1,1.0,39.0,39.0,0.0,0.0,
2,3,速食小食,泰山紅豆湯,1,1.0,31.0,31.0,0.0,0.0,
2,3,速食小食,味味a 川香椒麻,1,1.0,30.0,30.0,0.0,0.0,
2,3,速食小食,雙響泡日式雞白,1,1.0,28.0,28.0,0.0,0.0,
2,3,速食小食,家常起司口味,1,1.0,28.0,28.0,0.0,0.0,
2,3,速食小食,黑松沙士加鹽,1,1.0,25.0,25.0,0.0,0.0,
2,3,速食小食,茶裏王日式無糖,1,1.0,18.0,18.0,0.0,0.0,
2,3,速食小食,筷子(計價餐具),1,1.0,1.0,1.0,0.0,0.0,
2,3,速食小食,愛之味分解茶秋,1,0.0,0.0,,1.0,26.0,26.0
2,3,速食小食,炸餃子,1,0.0,0.0,,1.0,80.0,80.0
2,3,速食小食,薯條-中,1,0.0,0.0,,1.0,50.0,50.0
2,3,速食小食,六塊麥克雞塊,1,0.0,0.0,,1.0,68.0,68.0
2,3,速食小食,高麗菜50,1,0.0,0.0,,1.0,50.0,50.0
2,3,速食小食,辣子雞丁90,1,0.0,0.0,,1.0,90.0,90.0
2,3,速食小食,香菇肉70,1,0.0,0.0,,1.0,70.0,70.0
2,3,速食小食,金沙杏鮑菇80,1,0.0,0.0,,1.0,80.0,80.0
2,3,速食小食,白飯一杯20,1,0.0,0.0,,1.0,20.0,20.0
2,3,速食小食,番茄炒蛋60,1,0.0,0.0,,1.0,60.0,60.0
2,3,速食小食,季節青菜60,1,0.0,0.0,,1.0,60.0,60.0
2,5,超商零食點心,起司蛋堡,6,6.0,312.0,52.0,0.0,0.0,
2,5,超商零食點心,焦糖可可碎片大,1,1.0,165.0,165.0,0.0,0.0,
2,5,超商零食點心,鮪魚起司溏心蛋三明治,3,3.0,135.0,45.0,0.0,0.0,
2,5,超商零食點心,雙球冰淇淋,1,1.0,130.0,130.0,0.0,0.0,
2,5,超商零食點心,法式岩漿巧克力,1,1.0,113.0,113.0,0.0,0.0,
2,5,超商零食點心,鮪魚洋芋溏心蛋三明治,2,2.0,98.0,49.0,0.0,0.0,
2,5,超商零食點心,31冰淇淋,1,1.0,95.0,95.0,0.0,0.0,
2,5,超商零食點心,黑松沙士,1,2.0,70.0,35.0,0.0,0.0,
2,5,超商零食點心,波的多濃厚蚵仔煎洋芋片,1,2.0,70.0,35.0,0.0,0.0,
2,5,超商零食點心,金黃起司火腿蛋三明治,3,2.0,70.0,35.0,1.0,35.0,35.0
2,5,超商零食點心,質立藍莓冰淇淋,1,1.0,69.0,69.0,0.0,0.0,
2,5,超商零食點心,芋泥可麗露,1,1.0,66.0,66.0,0.0,0.0,
2,5,超商零食點心,葡式蛋塔,1,1.0,50.0,50.0,0.0,0.0,
2,5,超商零食點心,真松露巧克力奶蓋雪糕,1,1.0,49.0,49.0,0.0,0.0,
2,5,超商零食點心,反烤焦糖布丁蛋糕,1,1.0,49.0,49.0,0.0,0.0,
2,5,超商零食點心,杯裝起司蛋糕霜淇淋,1,1.0,49.0,49.0,0.0,0.0,
2,5,超商零食點心,起司四合奏三明治,1,1.0,49.0,49.0,0.0,0.0,
2,5,超商零食點心,鮮奶芋泥,1,1.0,45.0,45.0,0.0,0.0,
2,5,超商零食點心,雞蛋沙拉三明治,1,1.0,45.0,45.0,0.0,0.0,
2,5,超商零食點心,經典總匯三明治,1,1.0,45.0,45.0,0.0,0.0,
2,5,超商零食點心,瘋狂起司三明治,1,1.0,42.0,42.0,0.0,0.0,
2,5,超商零食點心,niseko海鹽焦糖雪糕,1,1.0,40.0,40.0,0.0,0.0,
2,5,超商零食點心,統一大雞蛋布丁,1,2.0,40.0,20.0,0.0,0.0,
2,5,超商零食點心,(區)雙倍起司火腿蛋三明治,1,1.0,39.0,39.0,0.0,0.0,
2,5,超商零食點心,火腿起司蛋三明治,1,1.0,35.0,35.0,0.0,0.0,
2,5,超商零食點心,冰戀雙旋冰淇淋,1,1.0,32.0,32.0,0.0,0.0,
2,5,超商零食點心,二配花生夾心土司,1,1.0,32.0,32.0,0.0,0.0,
2,5,超商零食點心,好多蛋三明治,1,0.0,0.0,,1.0,59.0,59.0
2,5,超商零食點心,二配熱狗麵包,1,0.0,0.0,,1.0,15.0,15.0
2,5,超商零食點心,香蕉可可三明治,1,0.0,0.0,,1.0,39.0,39.0
2,5,超商零食點心,雙倍or冰炫風,1,0.0,0.0,,1.0,65.0,65.0
2,7,瓶裝水,多喝水鹼性竹炭,18,18.0,864.0,48.0,0.0,0.0,
2,7,瓶裝水,味丹多喝水,10,9.0,426.0,47.3,1.0,46.0,46.0
2,7,瓶裝水,泰山淨之水,7,6.0,288.0,48.0,1.0,48.0,48.0
2,7,瓶裝水,ex強氣泡水,4,3.0,59.0,19.7,1.0,21.0,21.0
2,7,瓶裝水,fmc鹼性離子水800ml,2,2.0,58.0,29.0,0.0,0.0,
2,7,瓶裝水,統一鹼性離子水,2,2.0,42.0,21.0,0.0,0.0,
2,7,瓶裝水,心樸元氣純水6200ml,1,1.0,39.0,39.0,0.0,0.0,
2,7,瓶裝水,(a)統一h2o純水pet2200,1,1.0,35.0,35.0,0.0,0.0,
2,7,瓶裝水,多喝水pet2000,1,1.0,35.0,35.0,0.0,0.0,
2,7,瓶裝水,統一h2o純水pet1500,1,1.0,30.0,30.0,0.0,0.0,
2,7,瓶裝水,悅氏天然水2200ml,1,1.0,28.0,28.0,0.0,0.0,
2,7,瓶裝水,悅氏light鹼性水,1,1.0,20.0,20.0,0.0,0.0,
2,7,瓶裝水,泰山純水 700ml,1,0.0,0.0,,1.0,15.0,15.0
2,7,瓶裝水,泰山純水,2,0.0,0.0,,2.0,40.0,20.0
2,8,瓶裝茶飲,黃金蕎麥鮮奶,4,4.0,320.0,80.0,0.0,0.0,
2,8,瓶裝茶飲,焦糖粉粿奶茶,4,3.0,165.0,55.0,1.0,65.0,65.0
2,8,瓶裝茶飲,l-開心果抹茶-完美冰,1,1.0,145.0,145.0,0.0,0.0,
2,8,瓶裝茶飲,青檸甘蔗蕎麥綠寶,1,1.0,85.0,85.0,0.0,0.0,
2,8,瓶裝茶飲,d02 大馬式拉茶,1,1.0,72.0,72.0,0.0,0.0,
2,8,瓶裝茶飲,馥莓蕎麥綠寶,1,1.0,65.0,65.0,0.0,0.0,
2,8,瓶裝茶飲,布丁奶茶-中,1,1.0,50.0,50.0,0.0,0.0,
2,8,瓶裝茶飲,愛之味寒天檸檬,1,1.0,36.0,36.0,0.0,0.0,
2,8,瓶裝茶飲,kirin 午後奶茶,1,1.0,36.0,36.0,0.0,0.0,
2,8,瓶裝茶飲,黑松c&c氣泡飲(葡萄)pet500,1,1.0,35.0,35.0,0.0,0.0,
2,8,瓶裝茶飲,乖乖奶油椰子,1,1.0,30.0,30.0,0.0,0.0,
2,8,瓶裝茶飲,統一麥香奶茶tp375,2,2.0,30.0,15.0,0.0,0.0,
2,8,瓶裝茶飲,黑松fin好菌補給飲pet580,1,1.0,29.0,29.0,0.0,0.0,
2,8,瓶裝茶飲,大醇豆無加糖豆漿,1,1.0,25.0,25.0,0.0,0.0,
2,8,瓶裝茶飲,麥香阿薩姆奶茶,1,1.0,23.0,23.0,0.0,0.0,
2,8,瓶裝茶飲,麥香奶茶tp375,1,1.0,15.0,15.0,0.0,0.0,
2,8,瓶裝茶飲,fmc檸檬氣泡水,1,0.0,0.0,,1.0,29.0,29.0
2,8,瓶裝茶飲,午后時光重乳奶茶,1,0.0,0.0,,1.0,38.0,38.0
2,8,瓶裝茶飲,oasis馬琳糖輕食 正價品,1,0.0,0.0,,1.0,220.0,220.0
