被>=2人購買的商品種類數,佔全部商品種類比例,這些商品的明細筆數,佔總筆數比例,佔總金額比例,pooled下_落單一群的比例,per-user下_可同群的比例
13,0.012,69,0.026,0.023,1.0,0.0
